0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,classes
142.3075001325,2437.1107718538,-718.0397421222,-117.411142613,726.7143645649,-789.9572939309,-544.5451869315,-36.9580803212,-326.4177012072,76.2024423227,898.7261761639,315.811578376,310.4192680803,187.2345241739,-100.1614358269,288.0523121179,362.1864875135,132.6714185233,-368.813776589,473.5101568954,-266.7333491379,261.305757883,313.5011611375,-18.4752463326,273.8511007278,-72.9909272931,413.7856896853,-5.5274644819,225.6689914968,145.5046603501,128.6672118212,141.0726360566,-65.1004458249,108.4005188613,352.0376714508,98
-884.2287868363,2523.2813685656,479.5897341299,997.3662926864,137.871910348,247.0486852503,-467.7636662578,131.9160742101,708.2536151302,-101.4760442036,-685.028553872,-80.7627818719,-75.2340902565,258.0342271569,-60.6164029419,489.1129924439,-28.431062171,177.2322692643,332.4945064563,32.5091644837,268.2829885736,-68.48524724,93.5136817861,-103.4875996765,413.249384383,-79.8272093411,124.7645893237,-97.706786181,-59.1978413043,159.7225033673,18.9870850973,-38.6275671557,-185.6960477542,227.3907636091,285.4227450887,16
-1022.3178427522,313.1123777783,-729.0266588286,-834.8801248026,207.8823718037,-374.6690715197,937.6432330956,-589.2952590252,-310.0601635323,124.2461156689,-63.059691653,141.4741370961,-48.0262843357,-464.8094221929,-46.2072593848,27.4703925173,18.927667904,97.9758593558,116.0629838663,-254.2778094504,165.005790939,-232.0485702251,195.0575095877,68.287123856,-200.2380912895,397.8736133173,-398.493802317,118.0889647303,-257.5984817582,142.19342508,-56.2817800076,296.2652515312,-85.0799832069,101.6835717656,152.8225059213,74
215.9232125776,653.7507213672,435.6399063011,345.1190873288,-1264.899289304,-633.2357291107,-229.4693629714,-28.8027818577,-381.9065254016,-95.0453562514,19.9332381939,-453.773660711,-413.719826238,101.7164714855,-332.4425783985,113.8441702154,-15.5004596863,309.3804756275,-25.3850031489,-94.1095026604,329.3309500372,294.4745532594,136.4188992656,-57.6154387372,117.608089075,-287.5740124046,198.2846675793,77.8340541871,-17.4125775383,-64.6213853548,130.5200581177,51.0042121887,-42.4473169233,-72.8249574871,124.4613055799,50
666.2480618632,-729.8892445097,-1477.3696019151,-305.4646414301,-869.5637620814,286.4288807613,-1115.1601794916,206.6952470226,435.9470317104,125.6273957864,265.5736223109,269.892025947,-125.5126665368,424.9335731871,-210.0362702444,143.0798710071,334.5346486087,40.094699829,-175.7106810741,-292.1440617342,83.8620598326,-227.834826974,-21.1610665841,134.2665075631,275.8318907358,71.7458156281,-135.0145772579,248.5810447912,275.5030231763,137.4714765449,49.5817131446,-153.7667467327,-244.8445685871,-103.997536483,-158.6052253163,58
-1381.7928791636,-219.9936668553,-553.3798864572,-738.0172634817,-101.9519646805,1100.9431226304,728.4193675914,-209.5722178821,-154.5016231262,-106.5726893516,26.9161057483,-5.0551038371,-159.2708097292,12.9260006752,22.2623625612,-303.4161554322,152.5637571291,4.6059024663,-14.8425657051,75.5075002995,-191.4304195204,156.3244097611,18.8180090664,-103.4274117731,342.3693303688,343.8163994113,190.0371828524,-9.6220455659,-75.0106186114,200.6950253521,-99.9936597746,181.3392193399,-405.6631792646,251.3659944468,56.8966126616,31
-286.7819931272,1875.4761996624,-374.8424408959,646.6071374937,-527.9669587785,-365.5197852866,401.1237559895,-30.0237497431,-542.1946203645,-37.2238152982,-209.2995513864,250.6521255589,-390.7579734588,-422.8302383692,-179.5399868996,-27.58180287,-389.3646166121,-277.8653923713,-92.943532234,73.7327720582,-71.3374463943,-287.2418092214,357.5703906795,20.5808914237,-165.684921219,-307.7177960703,-100.3910619985,-36.3144897191,-218.0670052009,1.0362073313,-133.7349246381,-143.9625960534,152.2390626673,1.6922269878,-154.3668765713,43
3482.5490453253,29.2337763606,573.1674369334,-79.3087623372,238.0518473832,716.7877439793,-250.0574933587,-351.5356083879,-148.7655647224,211.4311732094,234.2856499737,-743.8486278584,-433.9734621861,482.3811671013,572.8497894401,254.2413207371,-241.7411084163,402.8436181054,-89.4868241515,-1135.4173856053,-309.5370195562,-611.790461098,612.3417242556,-810.5400934363,188.6451890517,-495.7533155584,-91.1617795464,385.1028960496,554.9734227812,-173.2790778194,-1069.0401854716,568.8509084656,350.4685783086,-428.0412670963,200.2275349991,4
528.8456470078,-158.5129952987,-1848.3808836538,-782.26319058,398.2273502015,871.2113966812,-632.805867356,204.2276944915,-459.2615741542,-9.2005761084,308.8359933534,45.8941211641,55.6515169543,82.4586653153,290.1902798129,640.9307100302,106.0865890477,-324.3112967694,-218.001226117,218.9691471949,-55.3747946314,-232.6986950021,-26.9280339975,504.3694369041,-407.4952808688,-77.7811205029,138.3840788965,-703.4106918185,-161.9335252359,-646.6501404382,171.3290328527,-192.470822119,-96.3021716801,-51.8896660723,49.0366732053,75
543.8366279486,1923.5720596998,-462.5293759263,212.6470383224,-729.5837620313,-43.9918058838,-379.0044374545,-63.6902795082,-836.7555584019,-288.5536253404,18.4699713447,383.3857833011,-908.2458605088,-288.9472900344,-30.6803756164,-174.0863057803,-482.7080426335,179.3430022192,-202.5844412315,257.3529033879,105.7335554864,245.1889088687,88.6538375209,-81.5058083345,-37.7586652994,26.5551531672,-357.329371931,-57.4639232933,-133.9425935979,-190.7879701052,-87.2258408845,45.2075874749,-204.2942238939,-344.5569845128,-44.7040228934,44
229.5153497153,183.7104536913,380.2977053807,-1773.3565576057,-635.3883957639,-404.3579629969,-370.3658726604,-91.6937471597,895.5775693274,-230.0971247386,-287.9175674594,-402.2990650993,18.5046903245,-303.0433984808,-259.0252202442,-337.8266360932,-302.1111997502,-388.0432397718,159.7953853528,-257.5346597139,167.6386428085,76.8013072067,158.5563604156,-210.9003888496,-146.4840190829,20.3453898506,-127.3062666795,-29.4092558067,-130.9612800813,-133.7739675202,355.8164406907,306.0557884387,75.6654855873,283.6562153509,-115.2760952672,83
-1210.9521611789,-529.1073449584,586.5301597175,-22.0940486619,-552.4179818639,-579.7241123846,302.1176966763,73.6796389664,-20.9638049229,503.0420125163,303.294851755,-495.9229254847,420.9278794229,-204.9798992759,-47.497894584,185.3378991288,-52.4256021294,216.3407669299,-57.0146304126,-38.6152486692,253.2711429785,7.7266844033,-73.7837062158,-40.6056620498,-368.2442116057,-64.7271242985,-200.034655779,73.7202304957,-73.0658279574,-46.8443532206,132.182304919,57.0234049588,-179.1461973769,53.3167630319,275.4439377367,84
-73.0813804105,2117.4065123446,-557.5868001026,645.0633047631,-260.7434832545,-183.9275087969,393.2453625604,-330.3652158316,-478.4478242916,-492.0371891572,-31.3635534595,311.3786090299,-341.8803956871,-531.1422080248,100.3443120725,-307.8668367558,-18.7339561795,-94.0522573672,-152.8831895132,48.1765902337,82.0232591459,-257.7441510264,210.6230051886,23.9071594398,-233.0754457393,-47.0044349881,-227.8288770512,30.4285372919,-267.3220296686,175.9523310602,58.0918060557,-38.5423651468,197.5844249415,-28.1752615362,9.1199175626,13
621.9871350998,-159.9091052553,-802.5657019887,1736.9645977644,-845.6567465029,651.9075770913,-751.6831652047,-56.0374581384,-177.3833807462,-294.0105934198,-398.7205115566,-159.1944992673,-571.9674528691,440.1575689319,-73.3385836291,-553.5450598197,516.5635696955,351.3751548127,-481.384688277,335.6661384738,-89.4553093855,352.0070516661,167.7282537056,20.2986454795,309.2759855862,-133.9990027819,75.0359394437,-163.6562398319,-178.179196404,266.0387459587,266.3731127525,67.4676819684,-20.3375542685,41.3592813016,129.703369267,66
429.1197719738,-1981.2771813252,-434.5387757255,1922.3264705155,493.3672771697,-994.1751002946,-477.1727187388,-443.653136017,384.5035775253,5.8292108823,541.9532659471,-204.9655070333,-469.1447136145,-372.3889138056,-125.367412884,-199.9072615392,-288.0722182497,-243.2456597415,437.6036180062,-532.7218875951,-41.3874854455,158.3114464574,-274.3049880621,-200.1654939284,163.7279182609,341.6630908553,-151.0473249835,-48.2932098913,164.2764566594,-157.4317039382,171.8066541144,-84.6758271017,202.1479997909,193.8616458331,-120.5231572991,15
1079.4283620116,123.2390721744,847.5723539065,250.691793445,-284.4076455238,-46.2320760438,522.6600171714,-765.0040772328,482.4273684773,-602.320929105,865.4812422801,-660.8125797214,-138.4351202745,409.004304042,-708.507197524,-238.9067573041,-364.8305708408,212.6692498757,-323.3989689633,213.2783453885,182.2097354802,180.8773121603,239.3736639689,196.4729705106,-448.7883251682,-379.4366605893,-108.8690908196,-110.3304021796,219.3244243915,278.8260296955,-318.114028423,-490.3183423884,-289.8951618861,384.97449954,-297.2516189469,6
-1082.4162939227,-872.7331424783,-62.1785045514,-861.1860919425,-700.0172790575,723.0328670133,257.1498492096,285.931096817,-134.5068521159,131.3201192724,136.7266275552,-178.3524732343,-12.3068278314,332.4213886142,-56.0600484379,-275.9320444716,82.1951359512,335.43648738,-135.891301037,74.0663476966,-123.0397926218,625.826952294,-210.7289967052,178.269354608,-178.9823849881,157.7342253332,302.2600349624,26.9882437235,-94.2955076146,5.2186391937,-127.957561872,97.5042891252,-38.9457403114,77.0424028544,183.1174912751,73
-1183.4191837001,596.4502719142,-145.3545727139,-1407.5850862648,-134.0999925805,187.4581178018,650.9157825113,82.4795967377,170.334909136,107.5781125692,331.3516523051,-16.6500932797,-485.0713145886,-84.2324288517,-119.2790091023,-295.7276930899,465.5578286528,-311.704786142,205.2094931717,-314.393217186,-83.8694358293,-60.4181253132,-284.4218633636,6.956833272,368.4354280453,224.216436157,-285.4384963249,1.3151499264,-85.5661737595,25.6965533748,106.7036776521,124.8158868358,3.0762714431,9.0935843624,53.2896089776,22
-614.2372349214,291.069529251,-859.2982557534,-1776.2055635354,-367.3328138664,237.3199145956,117.3648927667,-31.5666809154,-298.9273759245,104.7487643163,208.8434828797,-43.8727894812,-205.4727779895,273.3706103385,-79.0501463467,-189.6704840722,-30.7456532929,-208.4932485445,319.0308567015,-232.6797314481,188.4254462351,108.4985397295,-439.3879164453,-237.4805217475,-100.9738310529,164.7139075228,-293.4571890525,71.7907235457,-276.7594481349,-142.312578557,-145.807245289,-114.9377746126,183.6264894438,-60.011501923,275.4924743708,73
-1174.9383433255,-1756.2598951899,456.7617473821,-190.6059131435,-234.1901842615,491.6196683925,-46.6537743601,672.537681597,-183.4302087184,-76.6567123645,313.8617269675,470.0142092578,-16.2417267599,94.1296486942,235.8683223032,146.2340125475,-105.9030179137,396.4692757897,-98.0555937059,122.1091579811,-407.6084500828,242.9087085935,-346.0498200952,-94.3204649726,-374.7861889506,27.6766425797,-311.7962750161,79.9114386628,125.2282161953,126.7671269205,-71.8586803126,117.1880408901,28.9153069513,-50.8259857471,103.3344008823,31
-1170.1323937243,219.4515267997,917.501771082,-379.1234489501,-24.7256285019,-248.8344432097,-744.6638758926,491.1612021527,-599.554993448,363.2391087248,-1152.7329618686,-435.5367464881,-64.2082173027,-442.1891428708,163.555630222,-200.8326162369,2.4964761103,855.3991555081,-594.6143498063,370.55650008,528.1905797655,-890.5400544219,-33.4683558414,-580.7469661149,7.4753797207,25.6034837901,-376.795305699,159.0388987348,16.4877879547,445.7990967547,-69.6537021973,-227.4337829767,-157.2937915694,-13.2292124533,-151.9244565561,36
-565.3952008804,124.8686729168,-1062.495616751,-872.5811494684,-890.9007582373,654.1181528258,5.1099531963,259.447084233,138.1409347916,244.8378003245,207.1486443738,138.8724427871,-135.9283636919,316.9184088064,190.3121639291,-447.7269269432,-96.2050164698,-76.6698095083,313.6699393131,137.7862906712,-206.2473643093,-85.8196770565,-203.0614226641,-299.7802924454,174.5481632826,365.4588943547,-62.1747463326,-84.3900012674,-187.9242427988,50.0562481134,-39.4050579569,139.6515104699,-102.1704330264,92.6925592136,-42.7113404961,27
-1897.2616361133,1699.3526290705,539.1743834477,-210.2056210176,989.8680271507,996.5699597908,-424.0116465791,167.3372151422,1363.0915334753,132.5308622062,-599.4225934189,-278.648616401,-145.6691364875,406.4675899512,21.1882035797,-266.4435687822,-375.8993279594,544.6728871711,109.3002311431,65.1729788641,-227.237280091,444.8486555007,-223.3542212626,37.4571474736,-153.6724126654,85.9133392206,491.5377485974,150.8055477238,-219.5627105025,-67.8602757153,-63.1516240787,-1.5319740582,101.2882367555,15.7270323515,-40.1331236615,94
55.8655097001,-1124.889468152,-413.5188409647,2287.7142866155,-143.092484724,771.3314253973,-1315.8651878736,632.5843677018,152.5040843913,-159.160700251,371.8596238598,-512.9800513316,-324.0464401228,-168.6819281999,125.5445361497,-224.7463038791,63.4049908109,-274.585586462,-145.8601863046,294.2346264627,447.0275781088,-432.7796422112,-20.5722736816,447.11357772,-436.229863463,-317.007536105,-36.1780735456,106.1011720568,-328.5422932054,-59.4467664582,125.7950624992,-172.3279878922,204.0494529114,-22.6440787117,540.2085529006,88
-1444.0617264027,-180.8900042324,1070.3424382182,-104.7810930688,-374.9443975389,-274.1741581485,329.8088858085,542.6144715488,-29.5324661073,248.9158593609,462.4511241604,-205.2348740585,426.3915561462,-248.9774502554,-380.7980369901,153.2119351674,-18.7613122462,-106.1010665522,-60.7305724671,-363.2755769085,9.5194820412,107.0097901243,-179.4236311129,69.8362247637,-289.8328202511,-149.3690281394,-105.2577150397,172.515617963,190.8348826893,-61.1861118115,156.7587369906,-76.6832715292,311.1137429354,-120.3467392479,73.667896739,12
1751.7259226762,768.5750656502,233.1433614444,284.9546284572,47.0071526716,-60.5800444721,1580.6479115921,-1591.3738281053,112.5018817533,-961.7853452376,477.048887981,-818.3207979063,51.1746694453,618.4009548548,-723.465761353,-311.903964744,324.464553595,316.500377247,1186.2882344582,-128.723495108,-79.7292077812,-351.312178623,9.5831773062,-392.4189706167,-526.3094894969,-205.5154390637,-273.8126541268,-350.4278923342,446.8627784688,-380.3352334347,14.8667468799,29.4503764487,-28.1903831087,-32.9298836444,-90.4843896125,28
-2286.4584779778,-63.1484557805,1589.9151273848,-157.6328109345,1869.1698593002,-200.8517472402,-383.1966288589,-114.5523556744,-571.5531864043,386.1251191049,142.4876104827,332.2667844435,-279.0794657109,478.87602527,-385.7037215553,-230.1137042479,75.6431938491,-39.6942073912,-6.1853219077,226.3394734138,-146.3594739437,-84.8446441171,496.7058098365,135.7580120902,55.9559903888,-49.4070403146,282.1435203483,182.0528869565,302.5173764341,-344.1381984975,69.1874747401,3.39050715,-83.2064640201,-11.3682989685,219.6917731159,21
-2151.4124374158,-978.909926005,1266.3824188452,-352.1747668231,1000.9017552575,784.9469060958,68.5255626711,99.8742904,-1179.554930972,-525.8223976987,506.6632228715,272.2150848422,-452.9450287598,-235.2016724721,-81.9677863576,-326.9013855747,-622.9127496134,-361.1806522288,702.7819300925,-182.4022422483,-200.5207311155,90.2504847437,69.2198236301,9.6997446956,348.7387892303,238.4067970275,182.7657385157,244.9189296343,185.783868888,-101.0376840188,115.0824108926,53.1580270481,252.5325797258,-209.4340728239,-293.1695591149,25
-1360.257948017,-295.6406082242,430.6884409154,-883.7127781611,-487.3970949311,406.4830772482,170.9441995652,340.5100202876,-187.5306078218,261.2666086123,156.1453144563,-548.9303395173,-255.5211421921,-274.0989379017,31.5326393035,-427.7368468556,93.3865365651,211.4020795438,-340.1219937776,113.7094422165,-43.2697526307,324.1323893649,-254.042319533,16.8582634077,-136.1151073177,-40.8214239524,-118.1640453774,135.648730217,-47.1877428879,-53.4082600519,-26.5888623819,49.1299839649,-28.6042395811,-81.3725989165,141.8396021062,20
-1162.2344405941,-1845.4453115179,-648.9150381443,1325.6800799181,1031.0194461383,1046.1502708539,-503.6348981445,53.1226971142,177.4396798719,10.5718976151,21.560077154,-473.0445078658,-413.8820820287,-107.9838483958,-54.698016558,-160.9147792058,216.0424206515,-498.9832181551,-342.5122957029,143.4624482553,246.8607231711,3.4939761088,-124.0839669226,77.5910727272,-169.5163048281,-296.3399343141,-244.8072898145,196.6262444865,-39.6297045076,-103.2090232432,-69.3528297596,104.7985705623,-225.0133079596,-110.0152029264,500.1711479018,60
-888.7209551476,439.0778424623,-1045.1442569648,-213.3918759341,147.0366996007,414.3422647563,654.7761497442,-1280.0813974064,-334.6279992348,-448.2813365356,209.6751294284,-217.9579260105,-192.5550069767,-13.801875959,435.4398806026,-16.3080051818,-95.0402937925,-431.5806160087,259.8038314344,58.097922325,641.0825207148,-65.2636639685,181.9474681214,4.0829118395,295.6082055313,29.3335216748,169.3297176196,-312.0748592979,-18.9502593528,26.0385525242,-274.5942202809,75.3330453869,-195.9445236128,189.4660618708,102.2093239577,84
-594.8267310746,-2443.3628954601,609.0244802323,-22.4090970169,485.1161166223,155.1283071271,-131.7315507409,-149.8703571272,62.6847084343,-620.4987515036,188.6851790142,249.1963818932,-10.615786662,13.1770530191,-229.7747482882,251.5686279831,-362.1172729741,56.5108067779,27.8663719886,90.8950940566,228.1728390151,41.2412792798,55.6582982121,213.8444083784,-65.5127306791,22.4998967159,-70.7551881787,-524.8178735496,328.3647389589,132.053510274,59.7503722002,103.7619894854,-227.8024462263,-9.7064774769,84.3464038551,65
41.9309426952,-479.2372693214,-203.60184396,546.9403560714,-676.1481222292,-1088.5797587468,140.9851588025,-401.310183423,-348.1646975305,129.3195091018,422.9278839452,-210.1653267236,-319.0175899689,-85.255793288,624.7311253365,15.236615251,-415.5499525468,418.9587024408,99.6412620799,533.074844689,-229.5404609464,354.3226947757,-127.8386997923,-136.558996613,63.7384086707,-144.1262794284,-92.3743230515,239.4968768831,-21.3291057635,-33.3106062821,93.030061268,147.5789785693,306.3403148082,127.2301673865,-11.7765521442,69
1566.9826040052,-342.7149295656,-1846.367891669,-1057.0452131798,148.1990758533,-400.1379215028,-1443.0737109297,199.9448210458,-388.0253590923,318.0932038244,156.0822831535,-204.342604056,1008.0375717434,-504.5785543099,471.7128352352,141.5339916209,130.4782542309,417.055050646,-87.3162277457,-130.8838198939,-306.1707643732,440.0259027051,-77.3379726928,416.897935956,366.068991301,-16.5734397794,86.8605105679,155.3253614926,220.9128597931,-61.4587864376,-16.2261259568,61.4514984069,-262.4603008282,226.4394158887,-472.4580964853,58
-1611.4648980186,1420.9722283658,326.6088990385,-293.9326850908,13.5570531321,528.0420532825,356.9275186741,528.7024705416,578.7792898435,336.0609721452,-291.6152747198,-189.488112071,-111.4411965041,-271.583678469,-387.4467779875,-254.6460791199,39.4853304978,-88.5457122024,-126.6700073201,-362.8338096516,-439.873604194,-105.9884373738,308.4944831871,23.7376469536,17.5008166799,-90.0306656472,3.4987447943,-120.2658218761,66.4789773659,-59.3983662709,117.3404871685,-85.9147772575,135.2074429496,182.0819589586,-598.4433180827,23
2212.758415602,-1390.2918625281,70.6169271,-142.4146947119,655.9234084026,-376.5780799948,297.5197428379,507.3581970411,326.5198064484,73.543705769,-598.8409134318,-97.0581404051,94.8951499711,-160.9722839086,231.6389518665,-722.949199712,-332.0450015312,-28.7180487629,184.814441813,737.3296165365,44.0897285355,179.0995266428,113.6302381442,111.8721512307,203.6674605606,-204.6580377101,-391.937731876,-373.6610566629,593.0732811553,-540.5467127218,-243.5877889315,-770.0133400547,36.2925117783,481.083417097,139.4272717654,76
60.0902530853,-1451.9955399445,-1335.8742536726,-385.3296129777,126.4963796176,246.0456596558,-234.0518561928,-816.2888832826,823.3030258776,-332.6901213023,208.6950458005,-16.0317609362,-483.3610080246,327.2927647103,-169.7355870802,397.8952758171,359.0765747238,-113.9896039525,-241.3459887237,-230.6146070139,449.2082486911,-157.7469510037,228.3019180669,286.5617844235,-92.141053255,78.4935233984,-72.7815708375,-237.8580351107,58.9235756835,11.9264233021,-26.1534263275,102.6532668054,-401.4353903359,173.1835239529,150.8980757716,18
-1210.4229500398,-515.8347531193,-695.5520814353,-838.8764787608,-58.3845169697,132.9710117091,755.2767313465,-348.5318848354,-299.3503062235,500.8212455942,-445.4142149938,-51.7755450202,-161.4537227374,574.0875307547,-264.4240977654,-66.428013713,62.6946514356,-88.4443651995,-96.1072369201,90.1107184398,-0.5661827651,-131.3613182538,92.5205132969,104.1228994541,-45.9580072625,269.2013525488,380.6732568106,57.2126550866,-221.6839099076,-160.2632112062,-38.5397067288,-118.247877851,293.5894312753,122.1748780454,152.2241561211,52
-1206.4972336034,351.2369777643,417.4400195064,1196.6934742343,-138.0015408248,-557.0679765409,-149.4651236485,-70.8675852845,123.523344041,536.9235317237,-77.0650315752,-599.8013252291,699.383983955,93.2406826244,-26.9991370635,65.9257486908,167.7138131263,-105.2375214115,-151.9557382411,194.5980602258,412.3105238808,-302.9825220866,279.5978717134,-213.0997687091,-369.7165966883,-135.2720416556,-79.4672575632,-0.1523818417,156.1986501534,193.1429819898,135.2654516536,31.3834526736,33.7537169398,320.1019039596,-60.2433351267,54
2865.1613019942,274.317754025,1168.5769524508,-115.3539493306,134.2336817945,779.2080986521,352.354563831,-903.2333013059,501.862069081,-223.415532525,822.255438549,77.7508217595,-311.0551335584,160.9096590129,-334.5323232006,40.0711069441,-129.5707442906,-131.3652515638,-384.9564745022,307.6064753658,23.8513958352,312.9465396552,-311.9371421401,-688.9214724691,-17.7229316204,200.2925744773,-42.2966142199,-250.5175347364,252.2663339546,155.0102266186,228.9656228896,-667.3059125041,-161.795160866,330.8690551664,130.8660573835,9
-547.9020299945,843.0315208901,-770.4801208024,-1538.2952711793,-36.9243880206,-230.2115598318,202.5366233123,1.3491094802,-173.9718997257,38.3878091655,673.2809304523,142.0377884573,58.9147653,-127.1980141594,-74.6494546962,-21.5394045575,369.8850091862,-279.2727425465,128.4380159711,-154.9655788812,56.1987308209,-20.2880321794,-364.266653875,-103.0079363836,64.0840710015,102.7106413676,-465.7186169694,114.3636545875,-9.8072565463,8.6444566909,138.7418812184,61.4933900615,116.6944144923,-82.9188261487,232.3079244294,48
-318.2185030326,1220.4029841736,95.8996858882,652.3807903574,-1079.8883240435,11.853037097,213.9775232817,266.5510941692,-615.7775518015,239.3372226456,-373.0065459498,-255.271598381,-136.6764223151,75.4716053996,-502.215718338,440.2285727294,19.5925271257,-245.6696046511,-0.3365951038,32.431749936,171.8577994966,-170.26597573,187.7778652277,60.4073759307,324.457578198,-179.4504578108,131.5226359157,-2.3440356131,78.0037373652,-307.7850893523,60.2662438794,94.5062571879,-141.5543395958,128.3754502271,289.1477511345,47
